Species,Trap,Latitude,Longitude,WnvPresent,AvgSpeed,Cool,Day_of_year,Depart,Heat,PrecipTotal,ResultDir,ResultSpeed,SeaLevel,StnPressure,Tavg,Tmax,Tmin,Pred
4726,CULEX RESTUANS,T002,41.95469,-87.800991,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4727,CULEX PIPIENS,T002,41.95469,-87.800991,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4728,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.654491,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4729,CULEX RESTUANS,T046,41.891118,-87.654491,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4730,CULEX PIPIENS,T046,41.891118,-87.654491,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4731,CULEX SALINARIUS,T046,41.891118,-87.654491,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4732,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4733,CULEX RESTUANS,T048,41.867108,-87.654224,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4734,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4735,CULEX RESTUANS,T049,41.896282,-87.655232,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4736,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4737,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4738,CULEX RESTUANS,T054,41.921965,-87.632085,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4739,CULEX RESTUANS,T054,41.921965,-87.632085,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4740,CULEX PIPIENS,T054,41.921965,-87.632085,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4741,CULEX SALINARIUS,T054,41.921965,-87.632085,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4742,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4743,CULEX RESTUANS,T094,41.720848,-87.666014,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4744,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.687769,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4745,CULEX RESTUANS,T148,42.01743,-87.687769,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4746,CULEX PIPIENS,T148,42.01743,-87.687769,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4747,CULEX PIPIENS/RESTUANS,T153,41.907645,-87.760886,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4748,CULEX RESTUANS,T153,41.907645,-87.760886,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4749,CULEX PIPIENS/RESTUANS,T159,41.732984,-87.649642,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4750,CULEX RESTUANS,T159,41.732984,-87.649642,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4751,CULEX PIPIENS,T159,41.732984,-87.649642,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4752,CULEX SALINARIUS,T159,41.732984,-87.649642,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4753,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4754,CULEX RESTUANS,T011,41.944869,-87.832763,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4755,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.811506,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4756,CULEX RESTUANS,T016,42.011601,-87.811506,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4757,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4758,CULEX RESTUANS,T028,41.986921,-87.689778,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4759,CULEX PIPIENS,T028,41.986921,-87.689778,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4760,CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4761,CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4762,CULEX RESTUANS,T031,41.801498,-87.763416,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4763,CULEX PIPIENS,T031,41.801498,-87.763416,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4764,CULEX PIPIENS/RESTUANS,T089,41.723195,-87.64997,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4765,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4766,CULEX RESTUANS,T090,41.868077,-87.666901,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4767,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4768,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4769,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4770,CULEX RESTUANS,T135,41.662014,-87.724608,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4771,CULEX PIPIENS,T135,41.662014,-87.724608,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4772,CULEX PIPIENS/RESTUANS,T145,41.878114,-87.629798,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4773,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4774,CULEX PIPIENS/RESTUANS,T152,41.846075,-87.716277,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4775,CULEX RESTUANS,T152,41.846075,-87.716277,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4776,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4777,CULEX RESTUANS,T158,41.682587,-87.707973,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4778,CULEX PIPIENS,T158,41.682587,-87.707973,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4779,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4780,CULEX RESTUANS,T218,41.948167,-87.730698,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4781,CULEX PIPIENS,T218,41.948167,-87.730698,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4782,CULEX PIPIENS/RESTUANS,T220,41.963976,-87.69181,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4783,CULEX RESTUANS,T220,41.963976,-87.69181,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4784,CULEX PIPIENS,T220,41.963976,-87.69181,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4785,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4786,CULEX RESTUANS,T003,41.964242,-87.757639,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4787,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.777921,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4788,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.777921,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4789,CULEX RESTUANS,T008,42.008314,-87.777921,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4790,CULEX PIPIENS,T008,42.008314,-87.777921,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4791,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4792,CULEX RESTUANS,T012,41.991429,-87.747113,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4793,CULEX PIPIENS/RESTUANS,T043,41.857402,-87.694991,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4794,CULEX RESTUANS,T043,41.857402,-87.694991,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4795,CULEX PIPIENS,T043,41.857402,-87.694991,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4796,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4797,CULEX RESTUANS,T047,41.868142,-87.696269,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4798,CULEX PIPIENS,T047,41.868142,-87.696269,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4799,CULEX PIPIENS/RESTUANS,T018,42.010412,-87.66214,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4800,CULEX PIPIENS/RESTUANS,T030,41.89923,-87.716788,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4801,CULEX RESTUANS,T030,41.89923,-87.716788,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4802,CULEX PIPIENS/RESTUANS,T144,41.94016,-87.794896,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4803,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.688267,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4804,CULEX RESTUANS,T160,41.903002,-87.688267,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4805,CULEX PIPIENS,T160,41.903002,-87.688267,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4806,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.703736,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4807,CULEX RESTUANS,T095,41.704336,-87.703736,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4808,CULEX PIPIENS/RESTUANS,T039,41.911824,-87.726737,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4809,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4810,CULEX PIPIENS/RESTUANS,T062,41.800737,-87.71188,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4811,CULEX RESTUANS,T062,41.800737,-87.71188,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4812,CULEX RESTUANS,T065,41.778297,-87.752411,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4813,CULEX PIPIENS/RESTUANS,T066,41.77166,-87.703047,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4814,CULEX PIPIENS/RESTUANS,T069,41.768388,-87.678649,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4815,CULEX RESTUANS,T069,41.768388,-87.678649,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4816,CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4817,CULEX RESTUANS,T073,41.773215,-87.60088,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4818,CULEX PIPIENS,T073,41.773215,-87.60088,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4819,CULEX PIPIENS/RESTUANS,T074,41.822536,-87.666343,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4820,CULEX RESTUANS,T074,41.822536,-87.666343,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4821,CULEX PIPIENS/RESTUANS,T079,41.766202,-87.562889,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4822,CULEX PIPIENS/RESTUANS,T080,41.754676,-87.612922,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4823,CULEX RESTUANS,T080,41.754676,-87.612922,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4824,CULEX PIPIENS/RESTUANS,T081,41.821582,-87.627796,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4825,CULEX PIPIENS/RESTUANS,T082,41.803423,-87.642984,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4826,CULEX RESTUANS,T082,41.803423,-87.642984,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4827,CULEX PIPIENS/RESTUANS,T083,41.754292,-87.590773,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4828,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4829,CULEX RESTUANS,T114,41.798697,-87.736812,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4830,CULEX PIPIENS,T114,41.798697,-87.736812,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4831,CULEX PIPIENS/RESTUANS,T155,41.776156,-87.778927,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4832,CULEX RESTUANS,T155,41.776156,-87.778927,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4833,CULEX RESTUANS,T063,41.82561,-87.726549,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4834,CULEX PIPIENS,T063,41.82561,-87.726549,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4835,CULEX SALINARIUS,T063,41.82561,-87.726549,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4836,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4837,CULEX PIPIENS/RESTUANS,T138,41.726465,-87.585413,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4838,CULEX RESTUANS,T138,41.726465,-87.585413,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4839,CULEX PIPIENS,T138,41.726465,-87.585413,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4840,CULEX RESTUANS,T200,41.678618,-87.559308,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4841,CULEX PIPIENS/RESTUANS,T209,41.740641,-87.546587,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4842,CULEX RESTUANS,T209,41.740641,-87.546587,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4843,CULEX PIPIENS,T209,41.740641,-87.546587,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4844,CULEX PIPIENS/RESTUANS,T212,41.680946,-87.535198,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4845,CULEX PIPIENS/RESTUANS,T212,41.680946,-87.535198,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4846,CULEX RESTUANS,T212,41.680946,-87.535198,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4847,CULEX PIPIENS,T212,41.680946,-87.535198,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4848,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.565666,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4849,CULEX RESTUANS,T128,41.704572,-87.565666,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4850,CULEX PIPIENS/RESTUANS,T102,41.750498,-87.605294,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4851,CULEX RESTUANS,T102,41.750498,-87.605294,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4852,CULEX PIPIENS,T102,41.750498,-87.605294,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4853,CULEX PIPIENS/RESTUANS,T221,41.659112,-87.538693,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4854,CULEX PIPIENS/RESTUANS,T221,41.659112,-87.538693,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4855,CULEX RESTUANS,T221,41.659112,-87.538693,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4856,CULEX PIPIENS,T221,41.659112,-87.538693,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4857,CULEX PIPIENS/RESTUANS,T009,41.992478,-87.862995,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4858,CULEX PIPIENS/RESTUANS,T009,41.992478,-87.862995,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4859,CULEX RESTUANS,T009,41.992478,-87.862995,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4860,CULEX PIPIENS,T009,41.992478,-87.862995,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4861,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4862,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4863,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4864,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4865,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4866,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4867,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4868,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4869,CULEX RESTUANS,T900,41.974689,-87.890615,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4870,CULEX RESTUANS,T900,41.974689,-87.890615,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4871,CULEX RESTUANS,T900,41.974689,-87.890615,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4872,CULEX RESTUANS,T900,41.974689,-87.890615,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4873,CULEX RESTUANS,T900,41.974689,-87.890615,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4874,CULEX PIPIENS,T900,41.974689,-87.890615,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4875,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4876,CULEX RESTUANS,T903,41.957799,-87.930995,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4877,CULEX RESTUANS,T903,41.957799,-87.930995,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4878,CULEX PIPIENS,T903,41.957799,-87.930995,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4879,CULEX PIPIENS,T903,41.957799,-87.930995,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4880,CULEX PIPIENS/RESTUANS,T222,41.925198,-87.746381,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4881,CULEX RESTUANS,T222,41.925198,-87.746381,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4882,CULEX PIPIENS,T222,41.925198,-87.746381,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4883,CULEX PIPIENS,T223,41.973845,-87.805059,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4884,CULEX PIPIENS/RESTUANS,T225,41.743402,-87.731435,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4885,CULEX RESTUANS,T225,41.743402,-87.731435,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4886,CULEX PIPIENS,T225,41.743402,-87.731435,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4887,CULEX PIPIENS/RESTUANS,T227,41.728495,-87.600963,0,10.8,0.0,198,-10.0,1.0,0.0,30,10.6,29.87,29.15,64.0,70,57,0.0
4888,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,0,9.8,7.0,205,-2.0,0.0,0.14,23,8.9,29.83,29.08,72.0,83,61,0.0
4889,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,0,9.8,7.0,205,-2.0,0.0,0.14,23,8.9,29.83,29.08,72.0,83,61,0.0
4890,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,1,9.8,7.0,205,-2.0,0.0,0.14,23,8.9,29.83,29.08,72.0,83,61,0.0
4891,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,0,9.8,7.0,205,-2.0,0.0,0.14,23,8.9,29.83,29.08,72.0,83,61,0.0
4892,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,0,9.8,7.0,205,-2.0,0.0,0.14,23,8.9,29.83,29.08,72.0,83,61,0.0
4893,CULEX RESTUANS,T002,41.95469,-87.800991,0,9.8,7.0,205,-2.0,0.0,0.14,23,8.9,29.83,29.08,72.0,83,61,0.0
