Species,Trap,Latitude,Longitude,WnvPresent,AvgSpeed,Cool,Day_of_year,Depart,Heat,PrecipTotal,ResultDir,ResultSpeed,SeaLevel,StnPressure,Tavg,Tmax,Tmin
6648,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.688267,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6649,CULEX RESTUANS,T160,41.903002,-87.688267,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6650,CULEX PIPIENS/RESTUANS,T017,41.960616,-87.777189,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6651,CULEX RESTUANS,T017,41.960616,-87.777189,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6652,CULEX PIPIENS/RESTUANS,T039,41.911824,-87.726737,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6653,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6654,CULEX RESTUANS,T061,41.801179,-87.679447,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6655,CULEX PIPIENS,T061,41.801179,-87.679447,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6656,CULEX PIPIENS/RESTUANS,T062,41.800737,-87.71188,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6657,CULEX PIPIENS/RESTUANS,T065,41.778297,-87.752411,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6658,CULEX RESTUANS,T065,41.778297,-87.752411,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6659,CULEX PIPIENS/RESTUANS,T066,41.77166,-87.703047,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6660,CULEX TERRITANS,T066,41.77166,-87.703047,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6661,CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6662,CULEX RESTUANS,T073,41.773215,-87.60088,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6663,CULEX PIPIENS,T073,41.773215,-87.60088,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6664,CULEX RESTUANS,T074,41.822536,-87.666343,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6665,CULEX PIPIENS/RESTUANS,T079,41.766202,-87.562889,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6666,CULEX RESTUANS,T079,41.766202,-87.562889,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6667,CULEX PIPIENS,T079,41.766202,-87.562889,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6668,CULEX PIPIENS/RESTUANS,T080,41.754676,-87.612922,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6669,CULEX RESTUANS,T080,41.754676,-87.612922,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6670,CULEX PIPIENS/RESTUANS,T082,41.803423,-87.642984,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6671,CULEX RESTUANS,T082,41.803423,-87.642984,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6672,CULEX PIPIENS,T082,41.803423,-87.642984,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6673,CULEX PIPIENS/RESTUANS,T083,41.754292,-87.590773,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6674,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6675,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6676,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6677,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6678,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6679,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6680,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6681,CULEX RESTUANS,T114,41.798697,-87.736812,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6682,CULEX RESTUANS,T114,41.798697,-87.736812,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6683,CULEX RESTUANS,T155,41.776156,-87.778927,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6684,CULEX PIPIENS/RESTUANS,T063,41.82561,-87.726549,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6685,CULEX RESTUANS,T063,41.82561,-87.726549,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6686,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6687,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6688,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6689,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6690,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6691,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6692,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6693,CULEX RESTUANS,T115,41.673408,-87.599862,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6694,CULEX SALINARIUS,T115,41.673408,-87.599862,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6695,CULEX PIPIENS/RESTUANS,T138,41.726465,-87.585413,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6696,CULEX RESTUANS,T138,41.726465,-87.585413,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6697,CULEX TERRITANS,T138,41.726465,-87.585413,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6698,CULEX PIPIENS/RESTUANS,T200,41.678618,-87.559308,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6699,CULEX RESTUANS,T200,41.678618,-87.559308,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6700,CULEX SALINARIUS,T200,41.678618,-87.559308,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6701,CULEX RESTUANS,T209,41.740641,-87.546587,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6702,CULEX TERRITANS,T209,41.740641,-87.546587,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6703,CULEX RESTUANS,T212,41.680946,-87.535198,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6704,CULEX TERRITANS,T212,41.680946,-87.535198,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6705,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.565666,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6706,CULEX RESTUANS,T128,41.704572,-87.565666,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6707,CULEX PIPIENS/RESTUANS,T099,41.733643,-87.55551,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6708,CULEX RESTUANS,T099,41.733643,-87.55551,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6709,CULEX PIPIENS/RESTUANS,T102,41.750498,-87.605294,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6710,CULEX RESTUANS,T102,41.750498,-87.605294,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6711,CULEX PIPIENS/RESTUANS,T027,41.984809,-87.728492,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6712,CULEX PIPIENS/RESTUANS,T027,41.984809,-87.728492,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6713,CULEX RESTUANS,T027,41.984809,-87.728492,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6714,CULEX TERRITANS,T027,41.984809,-87.728492,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6715,CULEX PIPIENS/RESTUANS,T221,41.659112,-87.538693,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6716,CULEX PIPIENS/RESTUANS,T009,41.992478,-87.862995,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6717,CULEX RESTUANS,T009,41.992478,-87.862995,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6718,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6719,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6720,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6721,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6722,CULEX RESTUANS,T900,41.974689,-87.890615,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6723,CULEX RESTUANS,T900,41.974689,-87.890615,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6724,CULEX RESTUANS,T900,41.974689,-87.890615,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6725,CULEX RESTUANS,T900,41.974689,-87.890615,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6726,CULEX RESTUANS,T900,41.974689,-87.890615,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6727,CULEX PIPIENS,T900,41.974689,-87.890615,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6728,CULEX PIPIENS,T900,41.974689,-87.890615,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6729,CULEX PIPIENS,T900,41.974689,-87.890615,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6730,CULEX SALINARIUS,T900,41.974689,-87.890615,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6731,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6732,CULEX RESTUANS,T903,41.957799,-87.930995,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6733,CULEX RESTUANS,T903,41.957799,-87.930995,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6734,CULEX RESTUANS,T903,41.957799,-87.930995,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6735,CULEX RESTUANS,T903,41.957799,-87.930995,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6736,CULEX PIPIENS,T903,41.957799,-87.930995,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6737,CULEX PIPIENS/RESTUANS,T222,41.925198,-87.746381,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6738,CULEX RESTUANS,T222,41.925198,-87.746381,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6739,CULEX PIPIENS/RESTUANS,T223,41.973845,-87.805059,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6740,CULEX PIPIENS/RESTUANS,T223,41.973845,-87.805059,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6741,CULEX PIPIENS/RESTUANS,T223,41.973845,-87.805059,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6742,CULEX RESTUANS,T223,41.973845,-87.805059,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6743,CULEX TERRITANS,T223,41.973845,-87.805059,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6744,CULEX PIPIENS/RESTUANS,T225,41.743402,-87.731435,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6745,CULEX RESTUANS,T225,41.743402,-87.731435,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6746,CULEX PIPIENS/RESTUANS,T227,41.728495,-87.600963,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6747,CULEX RESTUANS,T227,41.728495,-87.600963,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6748,CULEX PIPIENS/RESTUANS,T224,41.947227,-87.671457,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6749,CULEX RESTUANS,T224,41.947227,-87.671457,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6750,CULEX PIPIENS/RESTUANS,T226,41.793818,-87.654234,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6751,CULEX RESTUANS,T226,41.793818,-87.654234,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6752,CULEX PIPIENS,T226,41.793818,-87.654234,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6753,CULEX RESTUANS,T230,41.904194,-87.756155,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6754,CULEX PIPIENS/RESTUANS,T228,41.951866,-87.725057,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6755,CULEX RESTUANS,T228,41.951866,-87.725057,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6756,CULEX TERRITANS,T228,41.951866,-87.725057,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6757,CULEX RESTUANS,T035,41.763733,-87.742302,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6758,CULEX RESTUANS,T231,41.98728,-87.666066,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6759,CULEX PIPIENS/RESTUANS,T232,41.912563,-87.668055,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6760,CULEX RESTUANS,T232,41.912563,-87.668055,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6761,CULEX PIPIENS/RESTUANS,T235,41.776428,-87.627096,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6762,CULEX RESTUANS,T235,41.776428,-87.627096,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6763,CULEX PIPIENS,T235,41.776428,-87.627096,0,6.7,14.0,196,5.0,0.0,0.0,9,5.4,29.98,29.27,79.0,87,70
6764,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6765,CULEX RESTUANS,T002,41.95469,-87.800991,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6766,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.654491,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6767,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6768,CULEX RESTUANS,T048,41.867108,-87.654224,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6769,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6770,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6771,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6772,CULEX RESTUANS,T094,41.720848,-87.666014,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6773,CULEX PIPIENS,T094,41.720848,-87.666014,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6774,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6775,CULEX RESTUANS,T011,41.944869,-87.832763,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6776,CULEX PIPIENS,T011,41.944869,-87.832763,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6777,CULEX RESTUANS,T028,41.986921,-87.689778,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6778,CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6779,CULEX RESTUANS,T031,41.801498,-87.763416,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6780,CULEX PIPIENS,T031,41.801498,-87.763416,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6781,CULEX TERRITANS,T031,41.801498,-87.763416,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6782,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6783,CULEX RESTUANS,T033,41.906638,-87.701431,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6784,CULEX PIPIENS,T089,41.723195,-87.64997,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6785,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6786,CULEX RESTUANS,T090,41.868077,-87.666901,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6787,CULEX PIPIENS,T090,41.868077,-87.666901,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6788,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6789,CULEX RESTUANS,T135,41.662014,-87.724608,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6790,CULEX TERRITANS,T135,41.662014,-87.724608,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6791,CULEX PIPIENS/RESTUANS,T145,41.878114,-87.629798,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6792,CULEX RESTUANS,T145,41.878114,-87.629798,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6793,CULEX PIPIENS/RESTUANS,T147,41.932094,-87.700117,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6794,CULEX RESTUANS,T147,41.932094,-87.700117,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6795,CULEX PIPIENS,T147,41.932094,-87.700117,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6796,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6797,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6798,CULEX RESTUANS,T151,41.916265,-87.800515,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6799,CULEX PIPIENS,T151,41.916265,-87.800515,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6800,CULEX PIPIENS/RESTUANS,T152,41.846075,-87.716277,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6801,CULEX RESTUANS,T152,41.846075,-87.716277,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6802,CULEX PIPIENS,T152,41.846075,-87.716277,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6803,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6804,CULEX PIPIENS,T158,41.682587,-87.707973,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6805,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6806,CULEX PIPIENS,T220,41.963976,-87.69181,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6807,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6808,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6809,CULEX RESTUANS,T003,41.964242,-87.757639,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6810,CULEX PIPIENS,T003,41.964242,-87.757639,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6811,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.777921,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6812,CULEX RESTUANS,T008,42.008314,-87.777921,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6813,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6814,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6815,CULEX RESTUANS,T047,41.868142,-87.696269,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6816,CULEX PIPIENS,T047,41.868142,-87.696269,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6817,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6818,CULEX PIPIENS/RESTUANS,T018,42.010412,-87.66214,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6819,CULEX TERRITANS,T018,42.010412,-87.66214,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6820,CULEX PIPIENS/RESTUANS,T030,41.89923,-87.716788,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6821,CULEX RESTUANS,T030,41.89923,-87.716788,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6822,CULEX PIPIENS,T030,41.89923,-87.716788,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6823,CULEX PIPIENS/RESTUANS,T144,41.94016,-87.794896,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6824,CULEX RESTUANS,T144,41.94016,-87.794896,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6825,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.688267,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6826,CULEX PIPIENS/RESTUANS,T017,41.960616,-87.777189,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
6827,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.703736,0,6.5,16.0,206,7.0,0.0,0.0,32,3.4,29.91,29.2,81.0,88,73
